job_id,trader_id,seeker_id,job_type,skill_required,status,trader_rating,seeker_rating,amount_paid,economic_context,created_at,updated_at
JOB_02514,T_100650,S_503820,Full-time,Logistics,Paid,4,5,4394.22,Rainy_Day,2026-04-30 21:47:26.789374,2026-05-01 18:47:26.789374
JOB_02515,T_100640,S_502426,Full-time,Driving,Paid,2,2,7074.74,Normal,2026-05-07 21:47:26.791481,2026-05-08 20:47:26.791481
JOB_02516,T_100194,S_503776,On-call,Stock Counting,Paid,2,5,6742.81,Rainy_Day,2026-03-07 21:47:26.793403,2026-03-08 20:47:26.793403
JOB_02517,T_100192,S_502363,Full-time,Sales,Paid,2,2,11861.57,Fuel_Scarcity,2026-03-20 21:47:26.795174,2026-03-21 13:47:26.795174
JOB_02518,T_100507,S_502959,One-off,Heavy Lifting,Paid,5,4,2072.03,Normal,2026-05-10 21:47:26.796949,2026-05-11 02:47:26.796949
JOB_02519,T_100530,S_504308,One-off,Heavy Lifting,Paid,2,4,8679.71,Fuel_Scarcity,2026-02-26 21:47:26.798861,2026-02-27 20:47:26.798861
JOB_02520,T_100281,S_502537,One-off,Driving,Paid,3,5,8394.26,Normal,2026-04-19 21:47:26.801295,2026-04-20 03:47:26.801295
JOB_02521,T_100061,S_500599,On-call,Sales,Paid,4,2,8794.92,Normal,2026-03-30 21:47:26.803733,2026-03-31 05:47:26.803733
JOB_02522,T_100395,S_504926,Part-time,Heavy Lifting,Paid,3,3,11709.89,Rainy_Day,2026-02-15 21:47:26.805578,2026-02-16 08:47:26.805578
JOB_02523,T_100095,S_504767,Full-time,Heavy Lifting,Paid,5,2,4132.37,Fuel_Scarcity,2026-04-06 21:47:26.807376,2026-04-07 17:47:26.807376
JOB_02524,T_100105,S_503283,On-call,Stock Counting,Paid,2,5,4581.72,Normal,2026-04-23 21:47:26.809167,2026-04-24 14:47:26.809167
JOB_02525,T_100008,S_502183,Full-time,Driving,Paid,5,5,11349.95,Normal,2026-02-23 21:47:26.810956,2026-02-24 04:47:26.810956
JOB_02526,T_100926,S_502003,Part-time,Heavy Lifting,Paid,5,5,5332.28,Normal,2026-04-25 21:47:26.812738,2026-04-26 09:47:26.812738
JOB_02527,T_100277,S_503278,Part-time,Logistics,Paid,5,1,7403.06,Normal,2026-04-02 21:47:26.814519,2026-04-03 21:47:26.814519
JOB_02528,T_100312,S_502536,One-off,Sales,Paid,4,5,10358.27,Normal,2026-02-26 21:47:26.816945,2026-02-27 19:47:26.816945
JOB_02529,T_100717,S_502541,On-call,Sales,Paid,2,4,3051.34,Rainy_Day,2026-04-04 21:47:26.819623,2026-04-05 20:47:26.819623
JOB_02530,T_100280,S_500469,Full-time,Logistics,Paid,1,4,2645.04,Rainy_Day,2026-04-23 21:47:26.821770,2026-04-24 07:47:26.821770
JOB_02531,T_100711,S_501698,One-off,Logistics,Paid,3,1,4817.54,Normal,2026-04-29 21:47:26.823870,2026-04-30 03:47:26.823870
JOB_02532,T_100934,S_500453,On-call,Logistics,Paid,1,1,3383.81,Normal,2026-04-03 21:47:26.825669,2026-04-04 19:47:26.825669
JOB_02533,T_100497,S_500455,One-off,Heavy Lifting,Paid,3,3,9261.65,Normal,2026-03-14 21:47:26.827451,2026-03-15 16:47:26.827451
JOB_02534,T_100074,S_504353,One-off,Packaging,Paid,1,3,11420.38,Normal,2026-02-17 21:47:26.829231,2026-02-18 08:47:26.829231
JOB_02535,T_100894,S_500673,One-off,Heavy Lifting,Paid,3,4,2529.34,Normal,2026-04-27 21:47:26.831302,2026-04-28 09:47:26.831302
JOB_02536,T_100437,S_503764,One-off,Stock Counting,Paid,1,4,6473.92,Normal,2026-03-22 21:47:26.833677,2026-03-23 05:47:26.833677
JOB_02537,T_100180,S_500962,One-off,Stock Counting,Paid,3,3,5446.98,Normal,2026-03-31 21:47:26.837841,2026-04-01 01:47:26.837841
JOB_02538,T_100622,S_503589,One-off,Logistics,Paid,5,1,11717.11,Normal,2026-03-15 21:47:26.841539,2026-03-16 04:47:26.841539
JOB_02539,T_100216,S_502715,One-off,Logistics,Paid,1,4,9415.17,Rainy_Day,2026-05-08 21:47:26.845300,2026-05-09 21:47:26.845300
JOB_02540,T_100367,S_501941,One-off,Packaging,Paid,2,5,8595.07,Fuel_Scarcity,2026-03-25 21:47:26.849956,2026-03-26 17:47:26.849956
JOB_02541,T_100835,S_501293,Part-time,Sales,Paid,1,5,7964.92,Normal,2026-03-01 21:47:26.853114,2026-03-02 07:47:26.853114
JOB_02542,T_100362,S_501977,One-off,Logistics,Paid,1,3,4821.37,Normal,2026-04-25 21:47:26.855110,2026-04-26 19:47:26.855110
JOB_02543,T_100068,S_501013,Part-time,Stock Counting,Paid,2,1,2610.17,Normal,2026-03-22 21:47:26.856905,2026-03-23 21:47:26.856905
JOB_02544,T_100795,S_502419,Full-time,Heavy Lifting,Paid,2,1,2456.63,Normal,2026-05-04 21:47:26.858689,2026-05-05 21:47:26.858689
JOB_02545,T_100737,S_503191,Part-time,Driving,Paid,1,3,9918.41,Rainy_Day,2026-02-16 21:47:26.860467,2026-02-17 08:47:26.860467
JOB_02546,T_100635,S_503254,One-off,Sales,Paid,3,5,6275.98,Normal,2026-04-24 21:47:26.862624,2026-04-25 01:47:26.862624
JOB_02547,T_100671,S_500326,One-off,Heavy Lifting,Paid,1,2,2478.46,Normal,2026-04-06 21:47:26.864849,2026-04-07 14:47:26.864849
JOB_02548,T_100709,S_503704,Part-time,Sales,Paid,5,4,3779.03,Rainy_Day,2026-04-28 21:47:26.866764,2026-04-29 10:47:26.866764
JOB_02549,T_100926,S_500334,Part-time,Logistics,Paid,5,2,3394.03,Normal,2026-04-07 21:47:26.869357,2026-04-08 01:47:26.869357
JOB_02550,T_100269,S_500017,Part-time,Stock Counting,Paid,2,2,2328.71,Rainy_Day,2026-02-12 21:47:26.871548,2026-02-13 07:47:26.871548
JOB_02551,T_100850,S_500907,Full-time,Stock Counting,Paid,2,3,2076.12,Normal,2026-04-14 21:47:26.873648,2026-04-15 20:47:26.873648
JOB_02552,T_100857,S_501447,One-off,Heavy Lifting,Paid,2,1,11143.71,Fuel_Scarcity,2026-05-01 21:47:26.875441,2026-05-02 04:47:26.875441
JOB_02553,T_100988,S_504588,Part-time,Packaging,Paid,4,4,6356.15,Normal,2026-02-27 21:47:26.877278,2026-02-28 15:47:26.877278
JOB_02554,T_100746,S_503691,Part-time,Driving,Paid,4,3,7118.52,Normal,2026-03-22 21:47:26.879180,2026-03-23 10:47:26.879180
JOB_02555,T_100701,S_503031,Part-time,Sales,Paid,2,2,4007.32,Normal,2026-03-25 21:47:26.880965,2026-03-26 04:47:26.880965
JOB_02556,T_100839,S_501954,One-off,Heavy Lifting,Paid,3,3,3154.7,Normal,2026-04-10 21:47:26.882749,2026-04-11 16:47:26.882749
JOB_02557,T_100224,S_503160,On-call,Packaging,Paid,3,3,3397.91,Normal,2026-04-22 21:47:26.884981,2026-04-23 09:47:26.884981
JOB_02558,T_100556,S_502073,One-off,Sales,Paid,3,2,11018.89,Normal,2026-04-12 21:47:26.887620,2026-04-13 13:47:26.887620
JOB_02559,T_100107,S_502300,Part-time,Stock Counting,Paid,4,4,10166.82,Normal,2026-03-26 21:47:26.889728,2026-03-27 20:47:26.889728
JOB_02560,T_100004,S_500295,Full-time,Sales,Paid,4,2,2247.79,Normal,2026-03-28 21:47:26.891830,2026-03-29 12:47:26.891830
JOB_02561,T_100123,S_501019,Part-time,Logistics,Paid,5,1,7326.0,Normal,2026-05-10 21:47:26.893783,2026-05-11 09:47:26.893783
JOB_02562,T_100883,S_503825,On-call,Driving,Paid,2,2,10382.76,Normal,2026-04-05 21:47:26.895577,2026-04-06 09:47:26.895577
JOB_02563,T_100762,S_502188,Full-time,Driving,Paid,3,4,11407.08,Fuel_Scarcity,2026-03-23 21:47:26.897352,2026-03-24 05:47:26.897352
JOB_02564,T_100779,S_504141,Full-time,Driving,Paid,3,5,10326.17,Normal,2026-03-07 21:47:26.899125,2026-03-08 05:47:26.899125
JOB_02565,T_100725,S_502793,On-call,Logistics,Paid,2,4,9445.11,Normal,2026-03-23 21:47:26.901227,2026-03-24 06:47:26.901227
JOB_02566,T_100174,S_504591,Part-time,Packaging,Paid,2,1,11861.5,Rainy_Day,2026-04-15 21:47:26.903759,2026-04-16 01:47:26.903759
JOB_02567,T_100204,S_503166,One-off,Heavy Lifting,Paid,4,3,10296.03,Fuel_Scarcity,2026-03-17 21:47:26.905604,2026-03-18 04:47:26.905604
JOB_02568,T_100739,S_500273,Full-time,Stock Counting,Paid,4,1,3387.35,Normal,2026-04-06 21:47:26.907403,2026-04-07 03:47:26.907403
JOB_02569,T_100562,S_503200,One-off,Driving,Paid,2,4,9753.85,Fuel_Scarcity,2026-03-29 21:47:26.909480,2026-03-30 14:47:26.909480
JOB_02570,T_100975,S_502747,One-off,Stock Counting,Paid,3,1,5367.84,Normal,2026-03-22 21:47:26.911613,2026-03-23 13:47:26.911613
JOB_02571,T_100015,S_500944,One-off,Sales,Paid,4,2,5198.46,Rainy_Day,2026-03-01 21:47:26.913718,2026-03-02 16:47:26.913718
JOB_02572,T_100770,S_504036,Part-time,Packaging,Paid,4,5,2153.77,Normal,2026-02-18 21:47:26.915507,2026-02-19 15:47:26.915507
JOB_02573,T_100601,S_502776,Full-time,Stock Counting,Paid,5,2,5662.54,Rainy_Day,2026-05-03 21:47:26.917291,2026-05-04 15:47:26.917291
JOB_02574,T_100290,S_502166,Full-time,Stock Counting,Paid,4,4,7262.51,Normal,2026-03-20 21:47:26.920237,2026-03-21 08:47:26.920237
JOB_02575,T_100610,S_500890,On-call,Packaging,Paid,5,3,5073.93,Normal,2026-03-19 21:47:26.922366,2026-03-20 21:47:26.922366
JOB_02576,T_100667,S_502320,Full-time,Stock Counting,Paid,4,5,4909.22,Normal,2026-04-10 21:47:26.924465,2026-04-11 03:47:26.924465
JOB_02577,T_100562,S_503403,On-call,Driving,Paid,2,3,4424.68,Rainy_Day,2026-03-22 21:47:26.928160,2026-03-23 13:47:26.928160
JOB_02578,T_100779,S_504103,Part-time,Packaging,Paid,4,1,6568.1,Normal,2026-05-05 21:47:26.930406,2026-05-06 01:47:26.930406
JOB_02579,T_100823,S_502189,Part-time,Logistics,Paid,5,1,2938.0,Normal,2026-02-20 21:47:26.932547,2026-02-21 03:47:26.932547
JOB_02580,T_100756,S_502225,Part-time,Heavy Lifting,Paid,4,2,11742.38,Fuel_Scarcity,2026-04-03 21:47:26.935036,2026-04-04 13:47:26.935036
JOB_02581,T_100410,S_502188,On-call,Driving,Paid,4,4,3722.95,Rainy_Day,2026-05-10 21:47:26.937675,2026-05-11 16:47:26.937675
JOB_02582,T_100185,S_500384,One-off,Logistics,Paid,4,5,3757.05,Rainy_Day,2026-03-05 21:47:26.939521,2026-03-06 09:47:26.939521
JOB_02583,T_100579,S_504916,Part-time,Logistics,Paid,4,5,10014.77,Rainy_Day,2026-02-20 21:47:26.941836,2026-02-21 08:47:26.941836
JOB_02584,T_100694,S_500716,One-off,Logistics,Paid,5,2,6391.65,Normal,2026-03-30 21:47:26.943983,2026-03-31 02:47:26.943983
JOB_02585,T_100906,S_501009,On-call,Logistics,Paid,4,1,2651.84,Normal,2026-02-16 21:47:26.946085,2026-02-17 16:47:26.946085
JOB_02586,T_100609,S_502231,Full-time,Heavy Lifting,Paid,1,2,8682.49,Normal,2026-02-14 21:47:26.948185,2026-02-15 12:47:26.948185
JOB_02587,T_100089,S_502368,Full-time,Stock Counting,Paid,4,5,5153.22,Normal,2026-04-08 21:47:26.950297,2026-04-09 11:47:26.950297
JOB_02588,T_100996,S_501672,One-off,Stock Counting,Paid,2,5,6612.42,Fuel_Scarcity,2026-02-11 21:47:26.953215,2026-02-12 04:47:26.953215
JOB_02589,T_100153,S_501606,Part-time,Logistics,Paid,4,5,5404.88,Normal,2026-03-31 21:47:26.955444,2026-04-01 21:47:26.955444
JOB_02590,T_100555,S_500735,On-call,Driving,Paid,2,5,8586.95,Normal,2026-03-26 21:47:26.957907,2026-03-27 03:47:26.957907
JOB_02591,T_100607,S_500223,On-call,Logistics,Paid,1,5,6355.04,Fuel_Scarcity,2026-04-16 21:47:26.960017,2026-04-17 02:47:26.960017
JOB_02592,T_100606,S_501446,Part-time,Packaging,Paid,1,4,3637.77,Rainy_Day,2026-04-30 21:47:26.961801,2026-05-01 05:47:26.961801
JOB_02593,T_100942,S_503528,One-off,Driving,Paid,5,5,8977.27,Rainy_Day,2026-04-16 21:47:26.963580,2026-04-17 12:47:26.963580
JOB_02594,T_100929,S_502615,On-call,Sales,Paid,3,1,7662.34,Normal,2026-05-06 21:47:26.965346,2026-05-07 05:47:26.965346
JOB_02595,T_100749,S_501438,One-off,Logistics,Paid,2,1,6137.91,Fuel_Scarcity,2026-04-05 21:47:26.967118,2026-04-06 16:47:26.967118
JOB_02596,T_100530,S_501852,On-call,Packaging,Paid,2,1,11196.76,Fuel_Scarcity,2026-04-18 21:47:26.969746,2026-04-19 18:47:26.969746
JOB_02597,T_100134,S_503583,Part-time,Sales,Paid,1,3,5675.74,Normal,2026-03-29 21:47:26.972312,2026-03-30 12:47:26.972312
JOB_02598,T_100216,S_501565,On-call,Logistics,Paid,5,2,3847.87,Normal,2026-03-06 21:47:26.974468,2026-03-07 13:47:26.974468
JOB_02599,T_100226,S_501662,One-off,Packaging,Paid,2,3,9282.14,Rainy_Day,2026-03-10 21:47:26.976597,2026-03-11 18:47:26.976597
JOB_02600,T_100251,S_500964,One-off,Sales,Paid,1,5,10694.08,Rainy_Day,2026-02-13 21:47:26.978706,2026-02-14 17:47:26.978706
JOB_02601,T_100080,S_500439,Part-time,Logistics,Paid,1,4,2533.15,Normal,2026-03-05 21:47:26.980810,2026-03-06 11:47:26.980810
JOB_02602,T_100200,S_501939,On-call,Logistics,Paid,5,4,7676.04,Rainy_Day,2026-04-20 21:47:26.982606,2026-04-21 10:47:26.982606
JOB_02603,T_100769,S_500732,Full-time,Logistics,Paid,2,1,5503.34,Normal,2026-03-08 21:47:26.984776,2026-03-09 05:47:26.984776
JOB_02604,T_100908,S_502068,Full-time,Sales,Paid,2,5,5155.81,Fuel_Scarcity,2026-03-21 21:47:26.987473,2026-03-22 13:47:26.987473
JOB_02605,T_100692,S_503406,On-call,Sales,Paid,5,1,4791.26,Normal,2026-03-03 21:47:26.989380,2026-03-04 16:47:26.989380
JOB_02606,T_100108,S_504153,One-off,Packaging,Paid,3,5,10961.15,Normal,2026-05-08 21:47:26.991167,2026-05-09 18:47:26.991167
JOB_02607,T_100604,S_500947,Part-time,Heavy Lifting,Paid,3,4,6725.53,Normal,2026-03-26 21:47:26.992945,2026-03-27 05:47:26.992945
JOB_02608,T_100258,S_501177,One-off,Driving,Paid,5,1,7094.94,Rainy_Day,2026-04-14 21:47:26.994725,2026-04-15 06:47:26.994725
JOB_02609,T_100802,S_503328,Full-time,Packaging,Paid,1,2,9407.29,Rainy_Day,2026-04-02 21:47:26.996512,2026-04-03 12:47:26.996512
JOB_02610,T_100661,S_504404,On-call,Stock Counting,Paid,3,2,9546.59,Fuel_Scarcity,2026-03-17 21:47:26.998283,2026-03-18 01:47:26.998283
JOB_02611,T_100059,S_500787,Full-time,Logistics,Paid,1,1,10759.41,Fuel_Scarcity,2026-02-11 21:47:27.000070,2026-02-12 16:47:27.000070
JOB_02612,T_100744,S_501764,One-off,Driving,Paid,4,4,9715.49,Normal,2026-02-24 21:47:27.002604,2026-02-25 02:47:27.002604
JOB_02613,T_100186,S_504412,On-call,Logistics,Paid,3,2,8524.67,Normal,2026-03-09 21:47:27.006710,2026-03-10 12:47:27.006710
JOB_02614,T_100436,S_500852,One-off,Driving,Paid,2,2,7964.17,Fuel_Scarcity,2026-03-06 21:47:27.008995,2026-03-07 14:47:27.008995
JOB_02615,T_100867,S_504049,Full-time,Stock Counting,Paid,3,2,9391.05,Normal,2026-04-13 21:47:27.011145,2026-04-14 20:47:27.011145
JOB_02616,T_100831,S_502008,Part-time,Packaging,Paid,2,2,2903.31,Normal,2026-02-23 21:47:27.013265,2026-02-24 01:47:27.013265
JOB_02617,T_100121,S_502412,Part-time,Sales,Paid,3,1,6756.24,Rainy_Day,2026-03-14 21:47:27.015383,2026-03-15 13:47:27.015383
JOB_02618,T_100459,S_501828,One-off,Heavy Lifting,Paid,1,5,6924.41,Normal,2026-02-18 21:47:27.017702,2026-02-19 21:47:27.017702
JOB_02619,T_100484,S_502855,Part-time,Logistics,Paid,1,5,8939.84,Normal,2026-03-25 21:47:27.020741,2026-03-26 18:47:27.020741
JOB_02620,T_100854,S_500622,Part-time,Stock Counting,Paid,5,3,11808.92,Rainy_Day,2026-03-19 21:47:27.022758,2026-03-20 11:47:27.022758
JOB_02621,T_100924,S_504616,On-call,Packaging,Paid,3,4,10324.69,Normal,2026-05-04 21:47:27.024594,2026-05-05 21:47:27.024594
JOB_02622,T_100590,S_503160,On-call,Driving,Paid,5,5,5006.33,Fuel_Scarcity,2026-04-13 21:47:27.026438,2026-04-14 06:47:27.026438
JOB_02623,T_100660,S_504430,On-call,Heavy Lifting,Paid,5,4,10209.21,Fuel_Scarcity,2026-03-01 21:47:27.028241,2026-03-02 21:47:27.028241
JOB_02624,T_100144,S_500714,One-off,Driving,Paid,4,2,2839.21,Normal,2026-03-03 21:47:27.030028,2026-03-04 21:47:27.030028
JOB_02625,T_100703,S_500571,Full-time,Driving,Paid,5,4,6119.5,Normal,2026-02-24 21:47:27.031814,2026-02-25 19:47:27.031814
JOB_02626,T_100975,S_501132,On-call,Packaging,Paid,5,3,3553.08,Normal,2026-03-25 21:47:27.033609,2026-03-26 02:47:27.033609
JOB_02627,T_100492,S_504848,Full-time,Packaging,Paid,4,5,5293.97,Fuel_Scarcity,2026-04-03 21:47:27.037382,2026-04-04 10:47:27.037382
JOB_02628,T_100563,S_500704,One-off,Stock Counting,Paid,4,2,3979.1,Rainy_Day,2026-04-30 21:47:27.039297,2026-05-01 03:47:27.039297
JOB_02629,T_100397,S_500860,Part-time,Sales,Paid,5,3,9718.61,Rainy_Day,2026-02-11 21:47:27.041088,2026-02-12 02:47:27.041088
JOB_02630,T_100509,S_502552,On-call,Packaging,Paid,1,5,10036.29,Normal,2026-02-14 21:47:27.042863,2026-02-15 20:47:27.042863
JOB_02631,T_100800,S_504083,Full-time,Sales,Paid,5,2,7483.15,Normal,2026-03-21 21:47:27.044642,2026-03-22 15:47:27.044642
JOB_02632,T_100800,S_500886,Full-time,Sales,Paid,2,5,2678.52,Normal,2026-04-27 21:47:27.046423,2026-04-28 12:47:27.046423
JOB_02633,T_100262,S_501656,On-call,Packaging,Paid,3,1,2797.11,Normal,2026-04-01 21:47:27.048205,2026-04-02 03:47:27.048205
JOB_02634,T_100154,S_504980,Full-time,Sales,Paid,4,2,7805.45,Normal,2026-05-05 21:47:27.050226,2026-05-06 04:47:27.050226
JOB_02635,T_100339,S_501629,Full-time,Heavy Lifting,Paid,4,5,5735.2,Rainy_Day,2026-04-27 21:47:27.053441,2026-04-28 19:47:27.053441
JOB_02636,T_100900,S_502593,Full-time,Logistics,Paid,2,4,9672.99,Normal,2026-04-27 21:47:27.055667,2026-04-28 03:47:27.055667
JOB_02637,T_100899,S_503484,One-off,Heavy Lifting,Paid,4,3,6170.78,Normal,2026-04-17 21:47:27.057815,2026-04-18 18:47:27.057815
JOB_02638,T_100480,S_503549,One-off,Driving,Paid,3,4,8905.0,Normal,2026-04-14 21:47:27.059944,2026-04-15 19:47:27.059944
JOB_02639,T_100337,S_500584,Part-time,Stock Counting,Paid,4,2,5006.98,Rainy_Day,2026-02-27 21:47:27.062066,2026-02-28 14:47:27.062066
JOB_02640,T_100255,S_502882,Part-time,Logistics,Paid,5,3,5403.27,Rainy_Day,2026-03-31 21:47:27.064211,2026-04-01 14:47:27.064211
JOB_02641,T_100853,S_504215,On-call,Logistics,Paid,5,5,7375.1,Fuel_Scarcity,2026-02-15 21:47:27.066549,2026-02-16 14:47:27.066549
JOB_02642,T_100542,S_503699,On-call,Packaging,Paid,2,1,7582.68,Rainy_Day,2026-03-23 21:47:27.069201,2026-03-24 09:47:27.069201
JOB_02643,T_100940,S_500854,On-call,Logistics,Paid,2,3,3952.0,Normal,2026-05-11 21:47:27.071630,2026-05-12 10:47:27.071630
JOB_02644,T_100775,S_502071,Part-time,Sales,Paid,3,1,11100.71,Normal,2026-02-28 21:47:27.073631,2026-03-01 17:47:27.073631
JOB_02645,T_100656,S_500136,Full-time,Packaging,Paid,1,1,7989.11,Normal,2026-02-17 21:47:27.075437,2026-02-18 15:47:27.075437
JOB_02646,T_100988,S_500037,On-call,Heavy Lifting,Paid,4,2,4103.87,Rainy_Day,2026-04-03 21:47:27.077234,2026-04-04 03:47:27.077234
JOB_02647,T_100734,S_503690,Part-time,Sales,Paid,1,4,10369.21,Normal,2026-02-27 21:47:27.079028,2026-02-28 08:47:27.079028
JOB_02648,T_100985,S_504720,One-off,Sales,Paid,3,3,8482.92,Normal,2026-04-19 21:47:27.081124,2026-04-20 19:47:27.081124
JOB_02649,T_100868,S_500043,Part-time,Driving,Paid,5,3,10076.02,Rainy_Day,2026-02-24 21:47:27.084822,2026-02-25 12:47:27.084822
JOB_02650,T_100543,S_502407,Full-time,Packaging,Paid,3,5,5030.82,Normal,2026-04-28 21:47:27.087524,2026-04-29 09:47:27.087524
JOB_02651,T_100492,S_504487,On-call,Logistics,Paid,2,3,11922.72,Fuel_Scarcity,2026-03-30 21:47:27.089682,2026-03-31 16:47:27.089682
JOB_02652,T_100783,S_503534,On-call,Sales,Paid,2,2,3079.21,Fuel_Scarcity,2026-04-16 21:47:27.091475,2026-04-17 11:47:27.091475
JOB_02653,T_100937,S_502314,One-off,Stock Counting,Paid,1,3,4807.55,Rainy_Day,2026-03-07 21:47:27.093254,2026-03-08 03:47:27.093254
JOB_02654,T_100595,S_500809,Full-time,Packaging,Paid,1,2,8303.3,Normal,2026-04-05 21:47:27.095035,2026-04-06 05:47:27.095035
JOB_02655,T_100127,S_504898,Full-time,Sales,Paid,5,2,11888.31,Fuel_Scarcity,2026-03-19 21:47:27.097046,2026-03-20 19:47:27.097046
JOB_02656,T_100224,S_503936,One-off,Sales,Paid,2,2,10802.07,Normal,2026-05-08 21:47:27.099023,2026-05-09 03:47:27.099023
JOB_02657,T_100727,S_500140,Full-time,Logistics,Paid,4,3,10436.95,Normal,2026-03-23 21:47:27.100966,2026-03-24 07:47:27.100966
JOB_02658,T_100910,S_501166,Part-time,Stock Counting,Paid,4,1,11794.65,Normal,2026-03-02 21:47:27.103801,2026-03-03 21:47:27.103801
JOB_02659,T_100081,S_501950,One-off,Logistics,Paid,3,4,11957.69,Rainy_Day,2026-03-26 21:47:27.105917,2026-03-27 06:47:27.105917
JOB_02660,T_100714,S_500984,One-off,Packaging,Paid,5,1,4384.14,Normal,2026-04-09 21:47:27.108013,2026-04-10 09:47:27.108013
JOB_02661,T_100674,S_503980,On-call,Sales,Paid,1,5,4121.88,Normal,2026-05-06 21:47:27.110110,2026-05-07 05:47:27.110110
JOB_02662,T_100926,S_500618,One-off,Sales,Paid,2,1,4228.52,Normal,2026-04-16 21:47:27.111904,2026-04-17 02:47:27.111904
JOB_02663,T_100994,S_501914,One-off,Driving,Paid,3,2,5470.79,Normal,2026-02-23 21:47:27.113889,2026-02-24 21:47:27.113889
JOB_02664,T_100961,S_504132,One-off,Packaging,Paid,2,3,4945.3,Rainy_Day,2026-03-22 21:47:27.115686,2026-03-23 06:47:27.115686
JOB_02665,T_100742,S_503663,Full-time,Driving,Paid,3,2,7190.14,Normal,2026-03-21 21:47:27.117519,2026-03-22 15:47:27.117519
JOB_02666,T_100632,S_503686,Full-time,Logistics,Paid,1,4,9299.78,Normal,2026-04-16 21:47:27.120330,2026-04-17 19:47:27.120330
JOB_02667,T_100801,S_501851,Part-time,Heavy Lifting,Paid,3,5,8282.48,Rainy_Day,2026-02-13 21:47:27.122528,2026-02-14 02:47:27.122528
JOB_02668,T_100514,S_503775,On-call,Sales,Paid,3,2,4227.9,Normal,2026-03-31 21:47:27.124677,2026-04-01 05:47:27.124677
JOB_02669,T_100552,S_502187,On-call,Stock Counting,Paid,1,2,7719.25,Normal,2026-05-03 21:47:27.126803,2026-05-04 05:47:27.126803
JOB_02670,T_100680,S_500659,On-call,Logistics,Paid,5,1,8996.6,Normal,2026-03-27 21:47:27.128894,2026-03-28 16:47:27.128894
JOB_02671,T_100770,S_504864,On-call,Heavy Lifting,Paid,4,3,6220.72,Normal,2026-04-07 21:47:27.130680,2026-04-08 15:47:27.130680
JOB_02672,T_100012,S_501932,On-call,Stock Counting,Paid,2,2,3832.62,Normal,2026-02-22 21:47:27.132463,2026-02-23 11:47:27.132463
JOB_02673,T_100629,S_501536,One-off,Stock Counting,Paid,5,4,11643.88,Normal,2026-02-27 21:47:27.134428,2026-02-28 13:47:27.134428
JOB_02674,T_100984,S_501046,Full-time,Stock Counting,Paid,5,4,4356.53,Rainy_Day,2026-03-04 21:47:27.137350,2026-03-05 10:47:27.137350
JOB_02675,T_100268,S_501786,Part-time,Logistics,Paid,2,3,4812.49,Normal,2026-05-11 21:47:27.139469,2026-05-12 15:47:27.139469
JOB_02676,T_100868,S_503917,Full-time,Logistics,Paid,5,2,11133.84,Fuel_Scarcity,2026-03-11 21:47:27.141409,2026-03-12 07:47:27.141409
JOB_02677,T_100934,S_503874,Full-time,Stock Counting,Paid,2,4,11784.54,Normal,2026-04-01 21:47:27.143195,2026-04-02 14:47:27.143195
JOB_02678,T_100379,S_502749,Part-time,Driving,Paid,2,4,7575.36,Normal,2026-02-25 21:47:27.146888,2026-02-26 01:47:27.146888
JOB_02679,T_100092,S_500767,Part-time,Heavy Lifting,Paid,4,3,8030.94,Normal,2026-02-26 21:47:27.150968,2026-02-27 03:47:27.150968
JOB_02680,T_100698,S_503163,On-call,Stock Counting,Paid,5,3,7256.02,Fuel_Scarcity,2026-04-14 21:47:27.156291,2026-04-15 21:47:27.156291
JOB_02681,T_100714,S_500832,Full-time,Packaging,Paid,5,2,5409.96,Normal,2026-03-07 21:47:27.163043,2026-03-08 08:47:27.163043
JOB_02682,T_100308,S_501537,Full-time,Heavy Lifting,Paid,1,5,9972.21,Normal,2026-02-12 21:47:27.167403,2026-02-13 02:47:27.167403
JOB_02683,T_100853,S_502677,One-off,Driving,Paid,1,3,7675.67,Normal,2026-03-13 21:47:27.172730,2026-03-14 14:47:27.172730
JOB_02684,T_100221,S_503873,On-call,Logistics,Paid,3,5,9178.72,Normal,2026-02-17 21:47:27.178195,2026-02-18 15:47:27.178195
JOB_02685,T_100910,S_502471,One-off,Heavy Lifting,Paid,2,3,10911.91,Fuel_Scarcity,2026-04-12 21:47:27.182965,2026-04-13 16:47:27.182965
JOB_02686,T_100489,S_501140,Part-time,Sales,Paid,1,4,4496.8,Normal,2026-02-26 21:47:27.188802,2026-02-27 01:47:27.188802
JOB_02687,T_100509,S_502024,Full-time,Sales,Paid,5,2,10404.35,Normal,2026-04-23 21:47:27.194188,2026-04-24 11:47:27.194188
JOB_02688,T_100991,S_501763,Full-time,Stock Counting,Paid,5,4,2729.24,Normal,2026-03-27 21:47:27.198284,2026-03-28 10:47:27.198284
JOB_02689,T_100177,S_501311,One-off,Packaging,Paid,1,5,3943.7,Normal,2026-05-06 21:47:27.203297,2026-05-07 19:47:27.203297
JOB_02690,T_100333,S_500160,Full-time,Sales,Paid,1,4,8233.98,Normal,2026-03-22 21:47:27.208163,2026-03-23 01:47:27.208163
JOB_02691,T_100440,S_503647,On-call,Sales,Paid,3,4,2196.12,Rainy_Day,2026-03-13 21:47:27.212180,2026-03-14 04:47:27.212180
